device_id,device_type,encryption_algorithm,data_sensitivity,data_retention_years,network_exposure,update_capable,battery_powered,cpu_mhz,ram_kb,key_rotation_days,deployment_age_years,num_connected_devices,data_volume_mb_per_day,risk_label
DEV_07447,energy_meter,ECC-256,2,7,1,0,0,2000,2048,337,9,95,163.59,HIGH
DEV_07448,energy_meter,ECC-384,3,3,0,0,0,1200,2048,70,12,297,92.27,LOW
DEV_07449,energy_meter,RSA-2048,1,10,1,1,0,2000,2048,190,2,383,190.8,LOW
DEV_07450,energy_meter,ECC-256,3,14,0,0,0,1500,64,202,10,402,2.92,CRITICAL
DEV_07451,energy_meter,ECC-256,3,12,1,0,0,160,256,309,9,325,189.09,CRITICAL
DEV_07452,energy_meter,AES-256,3,7,0,0,0,1200,2048,145,8,74,90.29,LOW
DEV_07453,energy_meter,ECC-256,4,15,1,0,0,1200,4096,202,2,197,82.29,CRITICAL
DEV_07454,energy_meter,AES-256,0,8,1,0,0,1200,4096,62,9,198,79.89,LOW
DEV_07455,energy_meter,AES-128,3,14,0,1,1,1000,256,160,3,477,108.91,HIGH
DEV_07456,energy_meter,ECC-384,4,12,1,0,0,1200,512,319,9,41,88.27,HIGH
DEV_07457,energy_meter,RSA-2048,2,8,1,0,0,160,128,70,4,477,90.44,HIGH
DEV_07458,energy_meter,AES-128,2,3,1,0,0,1200,2048,280,10,63,101.42,MEDIUM
DEV_07459,energy_meter,Kyber-768,3,11,1,1,0,240,16384,335,11,276,76.83,MEDIUM
DEV_07460,energy_meter,Kyber-768,4,9,0,0,0,1000,8192,234,5,448,129.96,LOW
DEV_07461,energy_meter,AES-128,3,9,1,0,0,1200,256,26,5,301,137.89,HIGH
DEV_07462,energy_meter,AES-128,4,14,1,0,0,160,512,238,11,296,9.82,HIGH
DEV_07463,energy_meter,ECC-256,3,4,0,1,0,160,8192,243,12,64,29.75,MEDIUM
DEV_07464,energy_meter,Kyber-768,1,13,1,1,1,3000,2048,284,3,187,60.19,LOW
DEV_07465,energy_meter,ECC-256,2,14,0,1,1,1000,2048,24,10,134,125.44,HIGH
DEV_07466,energy_meter,Kyber-768,2,4,1,0,0,160,4096,194,3,97,153.76,LOW
DEV_07467,energy_meter,ECC-256,4,8,0,1,0,160,4096,255,2,59,102.4,HIGH
DEV_07468,energy_meter,Kyber-768,1,6,1,1,1,240,256,207,5,468,58.53,LOW
DEV_07469,energy_meter,RSA-2048,3,5,1,0,0,1500,4096,239,3,266,60.15,HIGH
DEV_07470,energy_meter,AES-128,3,5,0,0,0,1000,4096,350,3,183,51.15,HIGH
DEV_07471,energy_meter,3DES,3,6,0,1,0,240,512,171,5,475,45.77,CRITICAL
DEV_07472,energy_meter,RSA-2048,2,3,1,0,0,1000,4096,145,1,10,132.22,HIGH
DEV_07473,energy_meter,AES-128,4,7,1,1,0,3000,256,48,8,301,194.33,HIGH
DEV_07474,energy_meter,AES-256,1,15,0,0,1,160,128,340,3,287,186.25,LOW
DEV_07475,energy_meter,AES-256,2,7,0,0,0,1200,16384,61,7,358,150.96,LOW
DEV_07476,energy_meter,Kyber-768,1,3,1,0,0,1200,2048,161,5,380,37.22,LOW
DEV_07477,energy_meter,RSA-2048,2,8,0,1,0,1200,2048,26,12,282,14.0,HIGH
DEV_07478,energy_meter,AES-256,3,11,1,1,0,240,64,180,7,329,140.9,LOW
DEV_07479,energy_meter,ECC-256,2,9,0,0,0,1000,2048,357,4,305,149.68,HIGH
DEV_07480,energy_meter,RSA-2048,2,3,1,0,0,1000,512,133,3,286,189.74,HIGH
DEV_07481,energy_meter,ECC-256,2,9,1,1,0,1200,4096,220,12,258,172.87,HIGH
DEV_07482,energy_meter,AES-256,3,8,1,1,1,240,512,3,11,338,133.89,MEDIUM
DEV_07483,energy_meter,Kyber-768,2,12,0,1,0,3000,128,322,7,309,82.03,LOW
DEV_07484,energy_meter,AES-128,3,6,1,1,0,1000,256,117,12,30,123.98,HIGH
DEV_07485,energy_meter,3DES,4,8,0,1,0,1500,512,356,4,91,6.82,CRITICAL
DEV_07486,energy_meter,AES-256,3,5,1,1,0,2000,256,205,2,106,109.94,LOW
DEV_07487,energy_meter,AES-128,1,3,0,1,1,2000,8192,204,6,361,177.47,MEDIUM
DEV_07488,energy_meter,ECC-384,1,9,0,0,0,1000,64,27,3,495,167.57,LOW
DEV_07489,energy_meter,AES-128,1,11,0,1,0,240,4096,121,9,54,111.89,MEDIUM
DEV_07490,energy_meter,Kyber-768,3,6,1,0,0,1500,4096,124,7,58,49.1,LOW
DEV_07491,energy_meter,ECC-384,2,11,1,1,0,160,2048,189,10,206,118.49,HIGH
DEV_07492,energy_meter,Kyber-768,3,11,0,0,0,240,512,50,7,21,7.57,LOW
DEV_07493,energy_meter,3DES,2,15,1,1,1,1200,256,10,4,392,147.86,CRITICAL
DEV_07494,energy_meter,Kyber-768,1,9,1,1,0,1500,512,35,6,148,120.95,LOW
DEV_07495,energy_meter,3DES,2,3,1,0,0,1500,128,110,6,270,40.15,CRITICAL
DEV_07496,energy_meter,RSA-2048,2,5,0,0,1,160,8192,294,6,192,8.84,HIGH
DEV_07497,energy_meter,Kyber-768,2,8,1,0,0,1200,256,145,9,407,19.63,LOW
DEV_07498,energy_meter,AES-256,1,9,1,0,0,1000,512,59,4,405,178.34,LOW
DEV_07499,energy_meter,ECC-256,3,9,1,0,1,2000,512,107,12,47,62.09,HIGH
DEV_07500,security_camera,ChaCha20,2,6,1,0,0,1500,2048,173,10,19,162.59,MEDIUM
DEV_07501,security_camera,ChaCha20,2,3,1,0,0,1000,4096,109,9,99,218.51,MEDIUM
DEV_07502,security_camera,AES-256,3,1,1,0,0,3000,16384,165,7,87,971.44,LOW
DEV_07503,security_camera,ChaCha20,3,8,1,1,0,240,8192,75,8,98,384.21,MEDIUM
DEV_07504,security_camera,ECC-256,1,2,1,1,0,1500,4096,95,9,96,177.45,MEDIUM
DEV_07505,security_camera,RSA-1024,3,3,1,0,0,1500,512,252,5,44,283.27,CRITICAL
DEV_07506,security_camera,RSA-1024,3,1,1,1,0,1000,512,134,8,32,726.3,CRITICAL
DEV_07507,security_camera,RSA-2048,1,6,1,1,0,160,4096,115,2,1,192.0,LOW
DEV_07508,security_camera,RSA-2048,1,2,1,0,0,80,64,135,9,99,855.66,HIGH
DEV_07509,security_camera,AES-128,3,5,1,0,0,160,4096,231,4,4,374.74,HIGH
DEV_07510,security_camera,ECC-256,3,1,1,0,0,1000,2048,1,4,4,490.88,MEDIUM
DEV_07511,security_camera,RSA-2048,3,5,1,0,0,1000,8192,134,10,71,26.7,HIGH
DEV_07512,security_camera,RSA-1024,2,2,1,1,0,1200,8192,140,9,66,523.12,CRITICAL
DEV_07513,security_camera,ChaCha20,4,6,1,0,0,80,4096,35,1,41,938.99,MEDIUM
DEV_07514,security_camera,RSA-2048,2,2,1,1,0,1000,2048,352,7,44,786.91,MEDIUM
DEV_07515,security_camera,ECC-256,4,8,1,0,0,3000,4096,36,9,91,147.78,HIGH
DEV_07516,security_camera,AES-128,0,1,1,1,0,1500,256,67,8,68,745.99,MEDIUM
DEV_07517,security_camera,RSA-2048,0,10,1,0,0,3000,2048,274,10,80,965.99,HIGH
DEV_07518,security_camera,RSA-2048,0,1,1,0,0,1000,128,81,4,29,236.46,HIGH
DEV_07519,security_camera,AES-256,2,5,0,0,0,3000,512,242,2,77,532.28,LOW
DEV_07520,security_camera,ChaCha20,3,4,1,0,0,160,4096,63,2,8,943.51,MEDIUM
DEV_07521,security_camera,ECC-256,4,9,1,1,0,240,2048,39,9,62,694.75,HIGH
DEV_07522,security_camera,RSA-1024,4,10,0,1,0,1000,512,274,9,74,128.86,CRITICAL
DEV_07523,security_camera,ChaCha20,4,6,1,0,0,160,2048,157,6,14,857.58,MEDIUM
DEV_07524,security_camera,ChaCha20,2,7,1,0,0,3000,16384,150,1,80,935.24,MEDIUM
DEV_07525,security_camera,RSA-2048,1,4,1,0,0,1200,4096,183,7,70,293.46,HIGH
DEV_07526,security_camera,AES-128,3,3,1,0,0,160,128,195,6,64,860.19,HIGH
DEV_07527,security_camera,AES-256,2,7,0,0,0,80,4096,272,7,95,112.04,LOW
DEV_07528,security_camera,ChaCha20,1,6,0,1,0,1000,16384,62,4,44,517.42,LOW
DEV_07529,security_camera,ECC-256,2,10,0,0,1,2000,4096,43,4,16,476.89,HIGH
DEV_07530,security_camera,RSA-2048,3,5,1,0,0,2000,16384,89,4,69,312.79,HIGH
DEV_07531,security_camera,RSA-1024,2,9,1,1,0,1500,512,63,9,66,79.77,CRITICAL
DEV_07532,security_camera,RSA-1024,2,1,1,0,1,2000,2048,151,1,30,972.94,CRITICAL
DEV_07533,security_camera,3DES,0,7,0,0,0,1000,16384,157,8,52,515.58,HIGH
DEV_07534,security_camera,AES-256,2,4,1,0,1,1200,16384,241,8,60,487.35,LOW
DEV_07535,security_camera,ChaCha20,1,4,0,0,0,3000,8192,357,4,57,587.84,LOW
DEV_07536,security_camera,RSA-1024,4,8,1,1,0,1500,64,181,9,5,982.49,CRITICAL
DEV_07537,security_camera,AES-128,3,10,1,0,0,1200,8192,99,7,95,422.58,HIGH
DEV_07538,security_camera,RSA-2048,4,9,1,1,0,240,16384,106,2,26,402.46,HIGH
DEV_07539,security_camera,RSA-2048,3,4,1,0,0,80,4096,17,0,30,918.32,HIGH
DEV_07540,security_camera,AES-256,1,6,0,1,1,1200,256,284,6,28,913.03,LOW
DEV_07541,security_camera,ECC-256,4,10,0,1,0,3000,2048,8,2,97,309.6,HIGH
DEV_07542,security_camera,ECC-256,4,4,1,0,0,1500,512,275,7,6,655.32,MEDIUM
DEV_07543,security_camera,AES-256,1,8,1,1,0,1200,128,326,6,80,116.26,LOW
DEV_07544,security_camera,AES-128,2,8,1,1,0,240,256,301,4,49,109.94,MEDIUM
DEV_07545,security_camera,ECC-256,3,3,1,0,0,240,128,54,0,56,481.52,MEDIUM
DEV_07546,security_camera,RSA-2048,3,6,1,1,0,1000,8192,119,8,94,860.04,HIGH
DEV_07547,security_camera,ChaCha20,2,7,1,0,0,1200,4096,149,9,66,998.89,MEDIUM
DEV_07548,security_camera,AES-128,2,7,1,0,1,2000,4096,266,7,96,532.1,MEDIUM
DEV_07549,security_camera,ECC-256,0,1,1,1,0,1200,128,322,3,44,188.9,MEDIUM
DEV_07550,security_camera,RSA-1024,1,2,1,0,0,1000,4096,345,5,46,863.76,HIGH
DEV_07551,security_camera,RSA-2048,4,4,1,0,0,1200,4096,63,4,46,302.14,HIGH
DEV_07552,security_camera,ChaCha20,2,10,1,1,1,1500,128,220,7,92,258.18,MEDIUM
DEV_07553,security_camera,RSA-2048,3,2,1,0,0,240,4096,127,5,72,173.87,HIGH
DEV_07554,security_camera,AES-128,3,10,1,1,0,240,4096,159,3,7,160.33,HIGH
DEV_07555,security_camera,RSA-1024,3,7,1,0,0,240,4096,156,9,88,223.4,CRITICAL
DEV_07556,security_camera,RSA-2048,4,8,1,0,0,2000,4096,160,7,29,155.27,HIGH
DEV_07557,security_camera,RSA-1024,3,2,1,1,0,1200,8192,256,7,70,930.76,CRITICAL
DEV_07558,security_camera,ECC-256,3,6,0,0,0,1500,4096,327,8,17,951.39,HIGH
DEV_07559,security_camera,ChaCha20,3,2,1,0,0,1000,4096,71,6,23,112.03,MEDIUM
DEV_07560,security_camera,AES-256,3,10,1,1,0,240,4096,178,5,47,634.26,LOW
DEV_07561,security_camera,ChaCha20,2,1,0,0,0,2000,8192,72,4,99,518.35,MEDIUM
DEV_07562,security_camera,AES-256,2,8,1,0,0,160,128,55,10,40,675.18,LOW
DEV_07563,security_camera,RSA-2048,1,1,1,1,0,1000,16384,153,6,84,650.77,MEDIUM
DEV_07564,security_camera,ECC-256,3,9,0,1,0,240,512,194,5,33,266.72,HIGH
DEV_07565,security_camera,RSA-1024,2,7,1,1,0,1000,16384,155,2,76,734.91,CRITICAL
DEV_07566,security_camera,AES-256,2,8,1,0,0,1200,2048,111,4,31,306.02,LOW
DEV_07567,security_camera,RSA-1024,3,10,1,0,1,1500,2048,54,8,57,21.02,CRITICAL
DEV_07568,security_camera,ECC-256,3,7,1,0,0,1000,8192,218,2,12,817.12,HIGH
DEV_07569,security_camera,ChaCha20,3,3,1,0,0,240,512,170,3,56,598.48,MEDIUM
DEV_07570,security_camera,ChaCha20,3,3,1,0,0,3000,4096,116,2,20,16.7,MEDIUM
DEV_07571,security_camera,AES-256,4,7,0,1,0,1500,512,9,1,13,181.99,LOW
DEV_07572,security_camera,ECC-256,1,6,1,1,0,1500,8192,238,7,21,414.87,LOW
DEV_07573,security_camera,RSA-1024,3,10,1,0,0,1000,4096,69,5,67,328.65,CRITICAL
DEV_07574,security_camera,AES-256,2,10,1,0,0,1200,16384,331,1,66,878.62,LOW
DEV_07575,security_camera,ECC-256,3,4,1,1,0,1200,8192,45,6,42,265.12,MEDIUM
DEV_07576,security_camera,AES-128,3,1,0,0,0,1000,4096,295,2,27,799.91,HIGH
DEV_07577,security_camera,AES-128,3,2,1,1,0,1200,256,322,10,17,545.37,HIGH
DEV_07578,security_camera,AES-256,4,1,1,0,0,240,64,302,4,25,980.04,LOW
DEV_07579,security_camera,ECC-256,2,2,1,1,0,3000,2048,198,2,95,450.86,MEDIUM
DEV_07580,security_camera,RSA-2048,3,8,1,1,0,1000,8192,313,9,25,852.28,HIGH
DEV_07581,security_camera,AES-256,4,8,0,0,0,3000,256,213,9,9,694.44,LOW
DEV_07582,security_camera,ECC-256,2,8,1,0,0,1000,512,85,1,52,530.62,HIGH
DEV_07583,security_camera,RSA-2048,2,7,1,1,0,160,2048,124,10,35,696.41,HIGH
DEV_07584,security_camera,RSA-1024,3,3,1,0,0,3000,4096,108,5,41,798.08,CRITICAL
DEV_07585,security_camera,AES-256,1,2,0,1,0,240,2048,204,1,13,997.25,LOW
DEV_07586,security_camera,RSA-1024,3,9,1,1,1,2000,8192,41,5,85,551.19,CRITICAL
DEV_07587,security_camera,ECC-256,1,4,1,0,0,1200,2048,27,5,25,621.71,MEDIUM
DEV_07588,security_camera,AES-128,3,6,1,0,0,1200,4096,205,9,19,265.8,HIGH
DEV_07589,security_camera,AES-128,2,6,1,0,0,1500,256,194,1,14,952.17,MEDIUM
DEV_07590,security_camera,ChaCha20,3,2,1,0,0,1200,2048,219,7,69,917.95,MEDIUM
DEV_07591,security_camera,RSA-2048,1,10,1,0,0,1200,4096,17,1,78,470.03,HIGH
DEV_07592,security_camera,AES-256,3,4,1,1,1,1200,16384,326,6,87,877.46,LOW
DEV_07593,security_camera,AES-256,4,3,1,0,0,1500,2048,356,6,42,942.98,LOW
DEV_07594,security_camera,AES-256,0,7,0,0,0,1500,128,303,2,50,499.26,LOW
DEV_07595,security_camera,AES-128,1,5,0,0,0,80,4096,318,0,19,475.59,MEDIUM
DEV_07596,security_camera,AES-256,4,7,1,1,1,2000,16384,22,5,49,652.84,LOW
DEV_07597,security_camera,AES-256,4,7,1,0,0,240,8192,348,7,48,33.53,LOW
DEV_07598,security_camera,AES-256,1,6,1,0,0,1500,512,87,7,2,560.04,LOW
DEV_07599,security_camera,RSA-2048,2,5,1,1,0,1500,2048,282,10,56,220.14,MEDIUM
DEV_07600,security_camera,RSA-2048,2,10,0,0,1,3000,8192,70,3,24,479.07,HIGH
DEV_07601,security_camera,AES-128,2,7,1,0,0,1200,2048,192,4,49,192.16,MEDIUM
DEV_07602,security_camera,RSA-1024,3,8,1,1,0,1500,4096,308,3,21,679.96,CRITICAL
DEV_07603,security_camera,ECC-256,4,8,1,1,0,2000,256,192,3,53,604.36,HIGH
DEV_07604,security_camera,ChaCha20,2,5,1,1,0,160,64,155,5,7,817.99,MEDIUM
DEV_07605,security_camera,ECC-256,3,7,1,0,0,1500,8192,123,5,78,285.95,HIGH
DEV_07606,security_camera,RSA-1024,3,7,1,0,0,1500,2048,116,8,91,492.46,CRITICAL
DEV_07607,security_camera,AES-256,4,8,1,0,0,1000,8192,47,6,92,142.8,LOW
DEV_07608,security_camera,ChaCha20,1,4,1,0,0,2000,16384,271,9,61,326.68,LOW
DEV_07609,security_camera,ChaCha20,2,7,0,0,0,1500,16384,308,1,96,258.45,MEDIUM
DEV_07610,security_camera,AES-256,2,2,1,1,0,1200,4096,160,5,99,11.74,LOW
DEV_07611,security_camera,AES-256,2,2,1,0,0,1200,4096,19,2,89,725.09,LOW
DEV_07612,security_camera,AES-256,2,1,1,0,0,240,4096,285,4,83,209.31,LOW
DEV_07613,security_camera,AES-128,2,6,1,0,0,1200,8192,87,4,18,286.77,MEDIUM
DEV_07614,security_camera,ChaCha20,2,8,0,1,0,1000,8192,72,0,34,396.83,MEDIUM
DEV_07615,security_camera,AES-256,1,2,1,0,1,1500,64,302,0,3,672.98,LOW
DEV_07616,security_camera,ChaCha20,4,7,1,0,0,240,512,149,10,27,850.88,MEDIUM
DEV_07617,security_camera,AES-256,3,9,1,1,0,1200,4096,356,3,32,420.72,LOW
DEV_07618,security_camera,ECC-256,2,4,1,0,0,3000,512,26,1,73,283.22,MEDIUM
DEV_07619,security_camera,AES-256,3,2,1,0,0,1000,8192,327,8,29,601.92,LOW
DEV_07620,security_camera,RSA-1024,2,9,1,0,0,1200,4096,308,10,89,947.82,CRITICAL
DEV_07621,security_camera,AES-128,4,2,1,0,0,160,256,207,8,72,860.41,HIGH
DEV_07622,security_camera,RSA-1024,2,5,1,1,0,80,512,5,6,1,493.2,CRITICAL
DEV_07623,security_camera,AES-256,3,5,1,0,0,1500,8192,233,7,81,401.27,LOW
DEV_07624,security_camera,ECC-256,3,4,1,1,0,160,2048,138,9,8,627.71,MEDIUM
DEV_07625,security_camera,AES-256,2,10,1,0,1,1200,16384,90,6,39,787.54,LOW
DEV_07626,security_camera,AES-256,4,9,1,1,0,1200,4096,91,3,41,343.27,LOW
DEV_07627,security_camera,ChaCha20,3,1,1,0,0,3000,2048,47,6,90,748.52,MEDIUM
DEV_07628,security_camera,AES-256,4,7,1,1,0,3000,4096,97,0,77,628.66,LOW
DEV_07629,security_camera,AES-128,2,4,1,0,1,240,2048,197,0,50,199.37,MEDIUM
DEV_07630,security_camera,AES-256,3,1,1,0,0,2000,4096,160,2,21,25.75,LOW
DEV_07631,security_camera,AES-256,2,2,1,1,0,1200,2048,256,3,11,367.33,LOW
DEV_07632,security_camera,RSA-2048,1,8,0,1,0,1500,4096,291,3,12,53.75,LOW
DEV_07633,security_camera,ChaCha20,3,5,1,0,0,240,512,281,8,17,499.28,MEDIUM
DEV_07634,security_camera,RSA-2048,4,6,0,0,0,1200,4096,44,1,21,934.58,HIGH
DEV_07635,security_camera,ECC-256,3,10,1,0,0,1200,512,351,0,83,678.66,HIGH
DEV_07636,security_camera,AES-128,4,9,0,1,0,1500,512,232,6,92,739.72,HIGH
DEV_07637,security_camera,RSA-2048,2,7,1,0,0,1000,4096,324,10,80,953.51,HIGH
DEV_07638,security_camera,RSA-1024,2,1,1,1,0,1000,4096,351,0,41,110.15,CRITICAL
DEV_07639,security_camera,RSA-2048,1,8,1,1,0,2000,8192,153,10,81,291.96,MEDIUM
DEV_07640,security_camera,ChaCha20,3,6,1,1,0,3000,64,112,0,28,507.51,MEDIUM
DEV_07641,security_camera,RSA-2048,1,1,1,1,0,3000,4096,20,2,79,87.69,MEDIUM
DEV_07642,security_camera,AES-256,3,9,1,0,0,3000,4096,332,1,46,892.07,LOW
DEV_07643,security_camera,RSA-1024,2,5,1,1,0,2000,256,171,1,20,855.28,CRITICAL
DEV_07644,security_camera,AES-128,2,10,1,0,0,1000,512,38,6,13,894.49,MEDIUM
DEV_07645,security_camera,RSA-1024,4,2,1,0,0,160,512,355,10,8,815.28,CRITICAL
DEV_07646,security_camera,ChaCha20,2,1,1,0,0,1500,8192,298,2,38,428.54,MEDIUM
DEV_07647,security_camera,ECC-256,3,9,1,1,0,240,128,327,4,79,663.22,HIGH
DEV_07648,security_camera,ChaCha20,3,1,1,0,1,1500,4096,179,8,66,659.81,MEDIUM
DEV_07649,security_camera,AES-256,2,3,1,0,0,2000,4096,307,3,98,767.79,LOW
DEV_07650,security_camera,ECC-256,2,8,1,1,0,3000,4096,276,9,11,50.41,HIGH
DEV_07651,security_camera,AES-128,2,6,1,0,1,1500,4096,138,2,2,895.47,MEDIUM
DEV_07652,security_camera,AES-256,3,6,0,0,0,1200,16384,17,4,33,850.96,LOW
DEV_07653,security_camera,RSA-2048,2,6,1,1,0,1500,16384,83,0,28,349.42,HIGH
DEV_07654,security_camera,RSA-2048,2,9,1,0,0,1500,128,263,2,39,10.48,HIGH
DEV_07655,security_camera,AES-256,1,8,1,1,0,1500,512,167,7,9,339.93,LOW
DEV_07656,security_camera,RSA-1024,3,5,1,1,0,1500,256,164,10,62,181.7,CRITICAL
DEV_07657,security_camera,AES-256,4,5,1,1,0,1200,8192,206,2,57,506.11,LOW
DEV_07658,security_camera,RSA-1024,0,2,1,1,0,3000,4096,170,9,20,229.09,HIGH
DEV_07659,security_camera,ChaCha20,2,6,1,0,0,2000,2048,279,2,44,899.12,MEDIUM
DEV_07660,security_camera,AES-256,3,3,1,0,0,1200,8192,7,6,26,420.28,LOW
DEV_07661,security_camera,ChaCha20,2,4,1,0,0,1000,16384,31,4,19,694.82,MEDIUM
DEV_07662,security_camera,AES-256,1,4,1,1,0,2000,16384,362,1,30,227.93,LOW
DEV_07663,security_camera,ChaCha20,2,9,0,1,0,2000,8192,29,0,97,17.63,MEDIUM
DEV_07664,security_camera,RSA-2048,3,2,1,1,0,1200,16384,283,6,33,142.79,MEDIUM
DEV_07665,security_camera,AES-128,3,10,1,0,0,160,8192,363,8,51,285.22,HIGH
DEV_07666,security_camera,AES-256,2,6,0,0,0,1500,512,194,4,11,802.85,LOW
DEV_07667,security_camera,RSA-2048,2,2,1,1,0,1200,8192,128,10,54,135.41,MEDIUM
DEV_07668,security_camera,AES-256,2,1,1,0,0,1500,512,317,0,29,186.14,LOW
DEV_07669,security_camera,Kyber-768,4,8,0,0,1,160,8192,365,10,78,156.26,LOW
DEV_07670,security_camera,ECC-256,4,9,1,0,0,1200,4096,102,9,10,660.39,HIGH
DEV_07671,security_camera,RSA-2048,2,8,1,1,0,3000,4096,85,8,32,749.22,HIGH
DEV_07672,security_camera,AES-256,1,4,1,0,0,240,4096,208,10,29,765.19,LOW
DEV_07673,security_camera,RSA-2048,1,2,1,1,0,1200,512,292,1,34,657.43,MEDIUM
DEV_07674,security_camera,AES-128,3,10,1,0,0,2000,4096,217,6,21,538.96,HIGH
DEV_07675,security_camera,RSA-2048,3,6,1,1,0,2000,128,102,8,59,853.77,HIGH
DEV_07676,security_camera,AES-256,1,5,1,0,1,1000,256,338,5,7,188.14,LOW
DEV_07677,security_camera,AES-128,1,6,1,1,0,1200,512,341,1,34,445.71,MEDIUM
DEV_07678,security_camera,AES-256,2,9,1,1,0,2000,512,361,2,39,915.14,LOW
DEV_07679,security_camera,RSA-2048,2,4,0,0,0,3000,8192,245,10,38,424.15,HIGH
DEV_07680,security_camera,AES-128,3,1,1,0,0,2000,16384,112,2,27,765.04,HIGH
DEV_07681,security_camera,AES-128,2,3,1,0,0,2000,512,169,7,86,623.01,MEDIUM
DEV_07682,security_camera,AES-128,0,9,1,0,0,1200,8192,202,3,6,401.8,MEDIUM
DEV_07683,security_camera,AES-256,4,5,1,0,0,1000,64,243,3,45,626.65,LOW
DEV_07684,security_camera,RSA-2048,3,10,1,1,0,1000,512,276,1,12,27.15,HIGH
DEV_07685,security_camera,AES-256,0,10,1,0,0,1000,4096,326,0,10,500.22,LOW
DEV_07686,security_camera,AES-128,2,5,1,1,0,1200,8192,237,4,92,13.42,MEDIUM
DEV_07687,security_camera,AES-128,2,8,0,0,0,1500,8192,66,1,27,855.77,MEDIUM
DEV_07688,security_camera,ChaCha20,0,3,1,0,0,1000,2048,35,7,79,653.96,LOW
DEV_07689,security_camera,RSA-2048,4,10,1,0,0,1200,8192,317,3,32,811.02,HIGH
DEV_07690,security_camera,ECC-256,2,7,1,1,0,1200,8192,101,5,38,380.99,HIGH
DEV_07691,security_camera,RSA-2048,3,8,1,0,0,3000,256,332,10,48,809.44,HIGH
DEV_07692,security_camera,ChaCha20,3,7,1,1,1,3000,8192,30,3,60,460.16,MEDIUM
DEV_07693,security_camera,RSA-2048,2,9,0,0,0,240,8192,19,9,80,348.67,HIGH
DEV_07694,security_camera,AES-128,1,3,1,0,0,1000,512,37,1,64,425.71,MEDIUM
DEV_07695,security_camera,RSA-2048,3,10,1,1,0,160,8192,64,2,61,615.5,HIGH
DEV_07696,security_camera,ECC-256,2,4,1,0,0,1000,512,126,1,37,96.99,MEDIUM
DEV_07697,security_camera,AES-128,3,7,1,1,0,3000,512,28,6,40,534.26,HIGH
DEV_07698,security_camera,AES-128,4,8,1,0,0,2000,2048,315,5,79,183.8,HIGH
DEV_07699,security_camera,Kyber-768,3,4,0,0,0,240,128,80,0,97,247.68,LOW
DEV_07700,security_camera,AES-128,0,10,1,0,0,1500,8192,259,2,31,121.33,MEDIUM
DEV_07701,security_camera,AES-256,3,9,1,0,0,1500,2048,118,4,55,800.54,LOW
DEV_07702,security_camera,AES-256,2,4,1,1,0,1200,512,116,6,83,332.77,LOW
DEV_07703,security_camera,AES-128,2,8,1,0,0,1500,8192,217,7,76,62.99,MEDIUM
DEV_07704,security_camera,RSA-2048,2,1,1,0,0,3000,8192,75,10,43,479.73,HIGH
DEV_07705,security_camera,RSA-2048,4,8,1,1,0,1200,512,251,6,39,240.97,HIGH
DEV_07706,security_camera,ChaCha20,3,6,1,1,1,2000,8192,183,4,66,896.33,MEDIUM
DEV_07707,security_camera,ChaCha20,3,4,1,1,0,1000,2048,45,2,57,290.29,MEDIUM
DEV_07708,security_camera,AES-128,2,1,1,0,0,3000,8192,97,6,97,476.29,MEDIUM
DEV_07709,security_camera,RSA-1024,2,3,0,0,0,1000,8192,282,3,76,153.99,CRITICAL
DEV_07710,security_camera,ECC-256,3,4,1,0,0,1200,2048,226,3,56,648.54,MEDIUM
DEV_07711,security_camera,ChaCha20,3,2,1,0,0,1000,4096,147,10,60,142.67,MEDIUM
DEV_07712,security_camera,ECC-256,3,5,1,0,0,1000,256,118,10,20,96.4,MEDIUM
DEV_07713,security_camera,ECC-256,2,5,1,1,0,80,4096,257,2,94,717.69,MEDIUM
DEV_07714,security_camera,AES-128,2,4,1,1,0,2000,2048,103,6,57,219.19,MEDIUM
DEV_07715,security_camera,RSA-1024,4,5,1,0,0,1200,2048,233,3,5,221.73,CRITICAL
DEV_07716,security_camera,ECC-256,2,1,1,0,1,2000,2048,269,4,88,139.03,MEDIUM
DEV_07717,security_camera,AES-128,1,3,1,0,1,3000,2048,246,6,29,264.11,MEDIUM
DEV_07718,security_camera,AES-256,4,3,1,0,0,1000,8192,104,10,39,288.21,LOW
DEV_07719,security_camera,RSA-2048,2,7,1,1,0,2000,512,223,5,61,559.98,HIGH
DEV_07720,security_camera,RSA-2048,4,4,0,0,0,1200,512,207,0,84,973.56,HIGH
DEV_07721,security_camera,RSA-2048,4,9,1,0,0,1200,4096,299,6,37,307.11,HIGH
DEV_07722,security_camera,ChaCha20,0,1,1,0,1,1200,512,199,6,60,372.23,LOW
DEV_07723,security_camera,AES-256,1,3,1,0,0,2000,2048,191,4,90,590.7,LOW
DEV_07724,security_camera,RSA-2048,3,6,1,0,0,1000,512,97,7,70,368.79,HIGH
DEV_07725,security_camera,RSA-2048,4,10,1,1,0,1000,16384,25,0,19,271.66,HIGH
DEV_07726,security_camera,ChaCha20,2,3,1,1,0,1000,512,30,2,82,598.55,MEDIUM
DEV_07727,security_camera,AES-256,3,9,1,0,0,3000,256,349,1,88,330.82,LOW
DEV_07728,security_camera,RSA-1024,2,4,1,0,0,1500,512,263,3,51,279.26,CRITICAL
